8561106	8736445
8561199	8736404
8561103	8736356
8561139	8736285
8561157	8736289
8561109	8736210
8561093	8736169
8561138	8736169
8561129	8736038
8561090	8735967
8561096	8735948
8561081	8735915
8561031	8735885
8561115	8735833
8561070	8735830
8561120	8735739
8561090	8735674
8561101	8735695
8561047	8735625
8561123	8735505
8561088	8735467
8561079	8735425
8561073	8735409
8561076	8735353
8561062	8735286
8561027	8735238
8561038	8735211
8561063	8735197
8561111	8735146
8561053	8735027
8561016	8735027
8561016	8734973
8561071	8734867
8561032	8734912
8561053	8734775
8560985	8734810
8561041	8734736
8561061	8734688
8561043	8734665
8561038	8734606
8561067	8734564
8561066	8734535
8560992	8734464
8560986	8734412
8561010	8734369
8561035	8734383
8560931	8734255
8561009	8734230
8560986	8734231
8560967	8734198
8560988	8734123
8560909	8734072
8561010	8734038
8560963	8734002
8560961	8733969
8560947	8733877
8560957	8733855
8560930	8733794
8560928	8733793
8560958	8733706
8560999	8733658
8560935	8733588
8560983	8733624
8560899	8733576
8560955	8733507
8560909	8733492
8560940	8733460
8560895	8733383
8560961	8733374
8560916	8733301
8560918	8733268
8560882	8733170
8560922	8733163
8560900	8733124
8560983	8733042
8560969	8733054
8560974	8733015
8560922	8732963
8560866	8732870
8560963	8732847
8560918	8732836
8560997	8732761
8560906	8732719
8560939	8732694
8560852	8732707
8560913	8732584
8560972	8732535
8560954	8732504
8560924	8732484
8560939	8732479
8560929	8732390
8560852	8732336
8560885	8732279
8560840	8732259
8560888	8732215
8560910	8732190
8560880	8732142
8560911	8732101
8560937	8732092
8560861	8732044
8560866	8731935
8560902	8731948
8560881	8731851
8560825	8731820
8560920	8731834
8560890	8731715
8560881	8731681
8560856	8731700
8560947	8731641
8560834	8731564
8560895	8731536
8560866	8731478
8560870	8731450
8560831	8731364
8560796	8731342
8560851	8731281
8560873	8731237
8560865	8731250
8560793	8731197
8560795	8731168
8560771	8731099
8560779	8731012
8560837	8731031
8560791	8731010
8560805	8730921
8560815	8730844
8560807	8730801
8560802	8730820
8560806	8730787
8560855	8730700
8560769	8730655
8560794	8730603
8560788	8730543
8560767	8730491
8560774	8730435
8560725	8730433
8560776	8730370
8560755	8730342
8560657	8730288
8560724	8730262
8560688	8730174
8560797	8730185
8560747	8730089
8560710	8730071
8560667	8730004
8560611	8729996
8560621	8729922
8560645	8729908
8560687	8729822
8560623	8729782
8560574	8729769
8560593	8729685
8560638	8729680
8560667	8729591
8560630	8729634
8560617	8729467
8560573	8729466
8560595	8729446
8560578	8729385
8560574	8729374
8560550	8729351
